timestamp,speed,obstacle_distance,time_to_collision,emergency_brake
48.0,15.22,40.4,2.654402102496715,0
49.0,15.28,40.43,2.6459424083769636,0
50.0,15.35,40.44,2.634527687296417,0
51.0,15.4,40.44,2.625974025974026,0
52.0,15.45,40.44,2.61747572815534,0
53.0,15.49,40.42,2.6094254357650097,0
54.0,15.52,40.4,2.6030927835051547,0
55.0,15.53,40.37,2.599484867997424,0
56.0,15.54,40.33,2.5952380952380953,0
57.0,15.54,40.29,2.592664092664093,0
58.0,15.52,40.24,2.5927835051546393,0
59.0,15.5,40.18,2.592258064516129,0
60.0,15.46,40.12,2.5950840879689516,0
61.0,15.42,40.06,2.5979247730220494,0
62.0,15.36,40.0,2.604166666666667,0
63.0,15.3,39.93,2.6098039215686275,0
64.0,15.23,39.87,2.6178594878529218,0
65.0,15.16,39.81,2.62598944591029,0
66.0,15.09,39.76,2.634857521537442,0
67.0,15.01,39.71,2.6455696202531644,0
68.0,14.93,39.66,2.6563965170797053,0
69.0,14.86,39.63,2.666890982503365,0
70.0,14.78,39.6,2.6792963464140733,0
71.0,14.72,39.57,2.688179347826087,0
72.0,14.65,39.56,2.7003412969283276,0
73.0,14.6,39.56,2.7095890410958905,0
74.0,14.55,39.56,2.718900343642612,0
75.0,14.51,39.58,2.727773949000689,0
76.0,14.48,39.6,2.7348066298342544,0
77.0,14.47,39.63,2.7387698686938493,0
78.0,14.46,39.67,2.743430152143845,0
79.0,14.46,39.71,2.7461964038727524,0
80.0,14.48,39.77,2.746546961325967,0
81.0,14.5,39.82,2.7462068965517243,0
82.0,14.54,39.88,2.742778541953233,0
83.0,14.58,39.94,2.7393689986282577,0
84.0,14.64,40.0,2.73224043715847,0
85.0,14.7,40.07,2.7258503401360548,0
86.0,14.77,40.13,2.7169939065673665,0
87.0,14.84,40.19,2.70822102425876,0
88.0,14.91,40.24,2.698859825620389,0
89.0,14.99,40.29,2.687791861240827,0
90.0,15.07,40.34,2.676841406768414,0
91.0,15.14,40.37,2.666446499339498,0
92.0,15.22,40.4,2.654402102496715,0
93.0,15.29,40.43,2.644211903204709,0
94.0,15.35,40.44,2.634527687296417,0
95.0,15.4,40.44,2.625974025974026,0
96.0,15.45,40.44,2.61747572815534,0
97.0,15.49,40.42,2.6094254357650097,0
98.0,15.52,40.4,2.6030927835051547,0
99.0,15.54,40.37,2.5978120978120978,0
100.0,15.54,40.33,2.5952380952380953,0
101.0,15.54,40.29,2.592664092664093,0
102.0,15.52,40.23,2.592139175257732,0
103.0,15.5,40.18,2.592258064516129,0
104.0,15.46,40.12,2.5950840879689516,0
105.0,15.42,40.06,2.5979247730220494,0
106.0,15.36,39.99,2.6035156250000004,0
107.0,15.3,39.93,2.6098039215686275,0
108.0,15.23,39.87,2.6178594878529218,0
109.0,15.16,39.81,2.62598944591029,0
110.0,15.09,39.76,2.634857521537442,0
111.0,15.01,39.71,2.6455696202531644,0
112.0,14.93,39.66,2.6563965170797053,0
113.0,14.86,39.63,2.666890982503365,0
114.0,14.78,39.6,2.6792963464140733,0
115.0,14.71,39.57,2.6900067980965328,0
116.0,14.61,39.91,2.731690622861054,0
117.0,14.51,38.75,2.6705720192970364,0
118.0,14.41,36.08,2.5038167938931295,0
119.0,14.31,31.92,2.2306079664570233,0
120.0,14.21,26.25,1.8472906403940885,1
121.0,8.41,21.94,2.6087990487514863,0
122.0,2.61,21.83,8.363984674329501,0
123.0,2.06,23.49,11.402912621359222,0
124.0,2.02,25.47,12.608910891089108,0
125.0,2.17,27.43,12.640552995391705,0
126.0,2.4,29.21,12.170833333333334,0
127.0,2.63,30.78,11.70342205323194,0
128.0,2.84,32.13,11.313380281690142,0
129.0,3.03,33.3,10.99009900990099,0
130.0,3.19,34.28,10.746081504702195,0
131.0,3.32,35.12,10.578313253012048,0
132.0,3.42,35.83,10.476608187134502,0
133.0,3.5,36.43,10.40857142857143,0
134.0,3.56,36.93,10.373595505617978,0
135.0,3.61,37.36,10.349030470914128,0
136.0,3.65,37.72,10.334246575342465,0
137.0,3.67,38.03,10.362397820163489,0
138.0,3.69,38.29,10.376693766937668,0
139.0,3.71,38.51,10.380053908355794,0
140.0,3.72,38.71,10.405913978494624,0
141.0,3.74,38.89,10.398395721925134,0
142.0,3.75,39.04,10.410666666666666,0
143.0,3.77,39.18,10.392572944297083,0
144.0,3.8,39.31,10.344736842105265,0
145.0,3.83,39.42,10.29242819843342,0
146.0,3.86,39.53,10.240932642487047,0
147.0,3.9,39.62,10.158974358974358,0
148.0,3.93,39.71,10.104325699745546,0
149.0,3.97,39.78,10.02015113350126,0
150.0,4.0,39.84,9.96,0
151.0,3.99,39.85,9.987468671679197,0
152.0,4.18,40.06,9.583732057416269,0
153.0,4.46,40.35,9.047085201793722,0
154.0,4.77,40.63,8.517819706498953,0
155.0,5.1,40.89,8.01764705882353,0
156.0,5.43,41.13,7.574585635359117,0
157.0,5.76,41.33,7.175347222222222,0
158.0,6.09,41.51,6.816091954022989,0
159.0,6.41,41.66,6.4992199687987515,0
160.0,6.73,41.79,6.209509658246656,0
161.0,7.05,41.9,5.943262411347518,0
162.0,7.36,41.99,5.705163043478261,0
163.0,7.68,42.07,5.477864583333334,0
164.0,7.99,42.14,5.274092615769712,0
165.0,8.3,42.2,5.0843373493975905,0
166.0,8.6,42.24,4.911627906976745,0
167.0,8.91,42.29,4.746352413019079,0
168.0,9.22,42.32,4.590021691973969,0
169.0,9.52,42.35,4.4485294117647065,0
170.0,9.83,42.38,4.311291963377417,0
171.0,10.13,42.4,4.185587364264561,0
172.0,10.43,42.42,4.067114093959732,0
173.0,10.74,42.44,3.951582867783985,0
174.0,11.04,42.45,3.8451086956521743,0
175.0,11.34,42.46,3.744268077601411,0
176.0,11.64,42.47,3.6486254295532645,0
177.0,11.94,42.48,3.557788944723618,0
178.0,12.24,42.49,3.47140522875817,0
179.0,12.54,42.5,3.389154704944179,0
180.0,12.85,42.5,3.3073929961089497,0
181.0,13.15,42.51,3.232699619771863,0
182.0,13.45,42.51,3.1605947955390334,0
183.0,13.75,42.51,3.0916363636363635,0
184.0,14.05,42.52,3.026334519572954,0
185.0,14.35,42.52,2.9630662020905927,0
186.0,14.65,42.52,2.9023890784982935,0
187.0,14.95,42.52,2.8441471571906356,0
188.0,15.25,42.52,2.7881967213114756,0
189.0,15.55,42.52,2.734405144694534,0
190.0,15.72,42.39,2.696564885496183,0
191.0,15.77,42.15,2.6727964489537097,0
192.0,15.8,41.91,2.6525316455696197,0
193.0,15.82,41.7,2.6359039190897597,0
194.0,15.84,41.52,2.6212121212121215,0
195.0,15.87,41.35,2.6055450535601765,0
196.0,15.89,41.21,2.5934550031466332,0
197.0,15.91,41.08,2.5820238843494656,0
198.0,15.93,40.97,2.57187696170747,0
199.0,15.95,40.87,2.5623824451410657,0
200.0,15.96,40.78,2.555137844611529,0
201.0,15.97,40.69,2.547902316844082,0
202.0,15.97,40.61,2.5428929242329366,0
203.0,15.97,40.53,2.537883531621791,0
204.0,15.97,40.46,2.533500313087038,0
205.0,15.96,40.39,2.530701754385965,0
206.0,15.94,40.33,2.530112923462986,0
207.0,15.92,40.26,2.528894472361809,0
208.0,15.89,40.2,2.529893014474512,0
209.0,15.85,40.14,2.5324921135646687,0
210.0,15.82,40.08,2.5335018963337546,0
211.0,15.77,40.03,2.5383639822447686,0
212.0,15.73,39.98,2.541640178003814,0
213.0,15.68,39.93,2.5465561224489797,0
214.0,15.62,39.88,2.5531370038412295,0
215.0,15.57,39.84,2.5587668593448942,0
216.0,15.52,39.8,2.5644329896907214,0
217.0,15.46,39.77,2.572445019404916,0
218.0,15.41,39.74,2.5788449059052563,0
219.0,15.36,39.72,2.5859375,0
220.0,15.31,39.7,2.5930764206401045,0
221.0,15.26,39.69,2.6009174311926606,0
222.0,15.22,39.69,2.607752956636005,0
223.0,15.18,39.69,2.6146245059288535,0
224.0,15.15,39.69,2.6198019801980195,0
225.0,15.12,39.7,2.625661375661376,0
226.0,15.1,39.71,2.6298013245033114,0
227.0,15.08,39.73,2.6346153846153846,0
228.0,15.07,39.76,2.6383543463835433,0
229.0,15.07,39.79,2.6403450564034503,0
230.0,15.08,39.82,2.640583554376658,0
231.0,15.09,39.85,2.6408217362491717,0
232.0,15.11,39.89,2.639973527465255,0
233.0,15.13,39.93,2.639127561136814,0
234.0,15.16,39.97,2.636543535620053,0
235.0,15.19,40.01,2.6339697169190255,0
236.0,15.23,40.05,2.62967826657912,0
237.0,15.28,40.09,2.62369109947644,0
238.0,15.33,40.13,2.6177429876060017,0
239.0,15.38,40.16,2.6111833550065016,0
240.0,15.43,40.2,2.605314322747894,0
241.0,15.48,40.23,2.5988372093023253,0
242.0,15.54,40.26,2.5907335907335907,0
243.0,15.59,40.28,2.5837075048107763,0
244.0,15.64,40.3,2.576726342710997,0
245.0,15.69,40.31,2.5691523263224987,0
246.0,15.74,40.32,2.561626429479034,0
247.0,15.78,40.33,2.555766793409379,0
248.0,15.82,40.33,2.5493046776232617,0
249.0,15.85,40.32,2.5438485804416406,0
250.0,15.88,40.31,2.538413098236776,0
251.0,15.9,40.3,2.534591194968553,0
252.0,15.92,40.28,2.530150753768844,0
253.0,15.93,40.25,2.5266792215944758,0
254.0,15.93,40.22,2.524795982423101,0
255.0,15.93,40.19,2.522912743251726,0
256.0,15.91,40.16,2.524198617221873,0
257.0,15.9,40.12,2.523270440251572,0
258.0,15.87,40.08,2.5255198487712667,0
259.0,15.85,40.04,2.5261829652996846,0
260.0,15.81,40.0,2.530044275774826,0
261.0,15.77,39.96,2.5339251743817375,0
262.0,15.73,39.92,2.5378258105530835,0
263.0,15.68,39.88,2.543367346938776,0
264.0,15.63,39.84,2.5489443378119003,0
265.0,15.58,39.81,2.555198973042362,0
266.0,15.52,39.78,2.5631443298969074,0
267.0,15.47,39.75,2.5694893341952163,0
268.0,15.42,39.72,2.5758754863813227,0
269.0,15.37,39.7,2.5829538061158104,0
270.0,15.32,39.69,2.5907310704960835,0
271.0,15.27,39.68,2.598559266535691,0
272.0,15.23,39.67,2.6047275114904793,0
273.0,15.19,39.67,2.611586570111916,0
274.0,15.15,39.68,2.619141914191419,0
275.0,15.12,39.69,2.625,0
276.0,15.1,39.7,2.6291390728476824,0
277.0,15.08,39.72,2.6339522546419096,0
278.0,15.07,39.74,2.637027206370272,0
279.0,15.07,39.77,2.6390179163901792,0
280.0,15.07,39.8,2.641008626410086,0
281.0,14.97,40.28,2.6907147628590513,0
282.0,14.87,38.86,2.613315400134499,0
283.0,14.77,35.53,2.405551794177387,0
284.0,14.67,30.31,2.0661213360599864,0
285.0,14.57,23.19,1.5916266300617707,1
286.0,8.77,17.01,1.9395667046750287,1
287.0,2.97,14.64,4.929292929292929,0
288.0,0.77,14.26,18.51948051948052,0
289.0,0.0,6.2,inf,0
290.0,0.0,6.2,inf,0
291.0,0.0,6.2,inf,0
292.0,0.0,6.2,inf,0
293.0,0.0,6.2,inf,0
294.0,0.0,6.2,inf,0
295.0,0.0,6.2,inf,0
296.0,0.0,6.2,inf,0
297.0,0.0,6.2,inf,0
298.0,0.0,6.2,inf,0
299.0,0.0,6.2,inf,0
300.0,0.0,6.2,inf,0
301.0,0.0,6.2,inf,0
302.0,0.0,6.2,inf,0
303.0,0.0,6.2,inf,0
304.0,0.0,6.2,inf,0
305.0,0.0,6.2,inf,0
306.0,0.0,6.2,inf,0
307.0,0.0,6.2,inf,0
308.0,0.0,6.2,inf,0
309.0,0.0,6.2,inf,0
310.0,0.0,6.2,inf,0
311.0,0.0,6.2,inf,0
312.0,0.0,6.2,inf,0
313.0,0.0,6.2,inf,0
314.0,0.0,6.2,inf,0
315.0,0.0,6.2,inf,0
316.0,0.0,6.2,inf,0
317.0,0.0,6.6,inf,0
318.0,0.0,7.4,inf,0
319.0,0.0,8.6,inf,0
320.0,0.0,10.2,inf,0
321.0,0.0,12.2,inf,0
322.0,0.0,14.6,inf,0
323.0,0.0,17.4,inf,0
324.0,0.27,20.46,75.77777777777777,0
325.0,0.87,23.49,27.0,0
326.0,1.58,26.26,16.620253164556964,0
327.0,2.32,28.71,12.375000000000002,0
328.0,3.03,30.84,10.178217821782178,0
329.0,3.71,32.67,8.805929919137467,0
330.0,4.35,34.25,7.873563218390805,0
331.0,4.96,35.59,7.175403225806452,0
332.0,5.54,36.73,6.629963898916967,0
333.0,6.1,37.71,6.1819672131147545,0
334.0,6.63,38.55,5.8144796380090495,0
335.0,7.14,39.26,5.49859943977591,0
336.0,7.64,39.87,5.218586387434555,0
337.0,8.12,40.38,4.972906403940888,0
338.0,8.59,40.82,4.752037252619325,0
339.0,9.05,41.2,4.552486187845304,0
340.0,9.5,41.52,4.370526315789474,0
341.0,9.95,41.79,4.2,0
342.0,10.39,42.03,4.045235803657363,0
343.0,10.82,42.23,3.9029574861367835,0
344.0,11.24,42.4,3.772241992882562,0
345.0,11.67,42.54,3.645244215938303,0
346.0,12.09,42.66,3.528535980148883,0
347.0,12.5,42.77,3.4216,0
348.0,12.92,42.86,3.3173374613003097,0
349.0,13.33,42.93,3.2205551387846962,0
350.0,13.74,43.0,3.1295487627365355,0
351.0,14.15,43.05,3.0424028268551235,0
352.0,14.33,42.87,2.991625959525471,0
353.0,14.42,42.6,2.954230235783634,0
354.0,14.46,42.33,2.9273858921161824,0
355.0,14.49,42.07,2.9033816425120773,0
356.0,14.51,41.84,2.883528600964852,0
357.0,14.53,41.63,2.8651066758430837,0
358.0,14.54,41.45,2.850756533700138,0
359.0,14.56,41.28,2.8351648351648353,0
360.0,14.57,41.14,2.8236101578586137,0
361.0,14.58,41.01,2.8127572016460904,0
362.0,14.59,40.89,2.802604523646333,0
363.0,14.59,40.79,2.7957505140507197,0
364.0,14.59,40.69,2.788896504455106,0
365.0,14.59,40.6,2.7827278958190544,0
366.0,14.58,40.52,2.779149519890261,0
367.0,14.56,40.44,2.7774725274725274,0
368.0,14.54,40.36,2.7757909215955983,0
369.0,14.51,40.29,2.7767057201929704,0
370.0,14.48,40.22,2.777624309392265,0
371.0,14.44,40.15,2.7804709141274238,0
372.0,14.4,40.09,2.7840277777777778,0
373.0,14.36,40.03,2.787604456824513,0
374.0,14.31,39.98,2.793850454227812,0
375.0,14.25,39.92,2.80140350877193,0
376.0,14.2,39.88,2.8084507042253524,0
377.0,14.14,39.83,2.8168316831683167,0
378.0,14.08,39.79,2.825994318181818,0
379.0,14.02,39.75,2.835235378031384,0
380.0,13.96,39.72,2.845272206303725,0
381.0,13.9,39.69,2.8553956834532372,0
382.0,13.84,39.67,2.8663294797687864,0
383.0,13.79,39.65,2.875271936185642,0
384.0,13.74,39.64,2.8850072780203786,0
385.0,13.69,39.63,2.8948137326515706,0
386.0,13.64,39.63,2.905425219941349,0
387.0,13.6,39.63,2.913970588235294,0
388.0,13.56,39.64,2.9233038348082596,0
389.0,13.53,39.65,2.9305247597930526,0
390.0,13.51,39.67,2.9363434492968175,0
391.0,13.49,39.69,2.9421793921423274,0
392.0,13.47,39.72,2.948775055679287,0
393.0,13.47,39.74,2.9502598366740904,0
394.0,13.47,39.78,2.953229398663697,0
395.0,13.48,39.81,2.9532640949554896,0
396.0,13.49,39.85,2.9540400296515936,0
397.0,13.51,39.89,2.9526276831976315,0
398.0,13.54,39.93,2.9490398818316104,0
399.0,13.57,39.97,2.9454679439941045,0
400.0,13.6,40.01,2.9419117647058823,0
401.0,13.65,40.05,2.934065934065934,0
402.0,13.69,40.1,2.929145361577794,0
403.0,13.74,40.14,2.921397379912664,0
404.0,13.8,40.17,2.9108695652173915,0
405.0,13.85,40.21,2.903249097472924,0
406.0,13.91,40.24,2.892882818116463,0
407.0,13.97,40.28,2.8833214030064425,0
408.0,14.03,40.3,2.872416250890948,0
409.0,14.09,40.33,2.862313697657913,0
410.0,14.14,40.35,2.8536067892503536,0
411.0,14.2,40.36,2.8422535211267608,0
412.0,14.25,40.37,2.8329824561403507,0
413.0,14.3,40.38,2.823776223776224,0
414.0,14.35,40.38,2.8139372822299653,0
415.0,14.39,40.38,2.806115357887422,0
416.0,14.43,40.37,2.7976437976437976,0
417.0,14.46,40.36,2.7911479944674964,0
418.0,14.49,40.34,2.7839889579020016,0
419.0,14.51,40.32,2.7787732598208135,0
420.0,14.52,40.3,2.7754820936639115,0
421.0,14.53,40.27,2.77150722642808,0
422.0,14.53,40.24,2.7694425326909844,0
423.0,14.53,40.2,2.7666896077081904,0
424.0,14.51,40.16,2.767746381805651,0
425.0,14.5,40.13,2.767586206896552,0
426.0,14.47,40.08,2.769868693849343,0
427.0,14.44,40.04,2.772853185595568,0
428.0,14.41,40.0,2.775850104094379,0
429.0,14.37,39.96,2.7807933194154493,0
430.0,14.32,39.92,2.787709497206704,0
431.0,14.27,39.88,2.7946741415557117,0
432.0,14.22,39.84,2.80168776371308,0
433.0,14.16,39.8,2.810734463276836,0
434.0,14.11,39.76,2.817859673990078,0
435.0,14.05,39.73,2.8277580071174375,0
436.0,13.99,39.7,2.8377412437455325,0
437.0,13.93,39.68,2.8485283560660446,0
438.0,13.87,39.66,2.859408795962509,0
439.0,13.82,39.64,2.8683068017366136,0
440.0,13.76,39.63,2.8800872093023258,0
441.0,13.89,39.81,2.8660907127429804,0
442.0,13.98,39.92,2.855507868383405,0
443.0,14.05,40.01,2.847686832740213,0
444.0,14.12,40.08,2.8385269121813033,0
445.0,14.18,40.13,2.8300423131170667,0
446.0,14.23,40.17,2.8229093464511594,0
447.0,14.29,40.21,2.813855843247026,0
448.0,14.35,40.24,2.8041811846689897,0
449.0,14.4,40.27,2.796527777777778,0
450.0,14.45,40.29,2.788235294117647,0
451.0,14.51,40.31,2.7780840799448656,0
452.0,14.56,40.33,2.769917582417582,0
453.0,14.61,40.34,2.7611225188227246,0
454.0,14.66,40.35,2.752387448840382,0
455.0,14.72,40.36,2.7418478260869565,0
456.0,14.77,40.37,2.733243060257278,0
457.0,14.82,40.38,2.7246963562753037,0
458.0,14.87,40.39,2.716207128446537,0
459.0,14.92,40.39,2.7071045576407506,0
460.0,14.97,40.4,2.6987307949231796,0
461.0,15.02,40.4,2.6897470039946736,0
462.0,15.07,40.4,2.680822826808228,0
463.0,15.12,40.41,2.6726190476190474,0
464.0,15.17,40.41,2.6638101516150297,0
465.0,15.22,40.41,2.6550591327201047,0
466.0,15.27,40.41,2.6463654223968565,0
467.0,15.32,40.41,2.6377284595300257,0
468.0,15.37,40.41,2.6291476903057904,0
469.0,15.42,40.42,2.621271076523995,0
470.0,15.47,40.42,2.6127989657401423,0
471.0,15.52,40.42,2.604381443298969,0
472.0,15.57,40.42,2.5960179833012202,0
473.0,15.62,40.42,2.5877080665813064,0
474.0,15.67,40.41,2.5788130185067004,0
475.0,15.71,40.41,2.5722469764481217,0
476.0,15.75,40.4,2.565079365079365,0
477.0,15.78,40.38,2.5589353612167303,0
478.0,15.81,40.36,2.5528146742567994,0
479.0,15.83,40.34,2.548325963360708,0
480.0,15.84,40.3,2.544191919191919,0
481.0,15.84,40.27,2.54229797979798,0
482.0,15.83,40.22,2.5407454200884394,0
483.0,15.81,40.18,2.541429475015813,0
484.0,15.78,40.13,2.543092522179975,0
485.0,15.75,40.08,2.544761904761905,0
486.0,15.71,40.03,2.5480585614258433,0
487.0,15.67,39.98,2.551372048500319,0
488.0,15.62,39.93,2.556338028169014,0
489.0,15.56,39.88,2.562982005141388,0
490.0,15.51,39.84,2.5686653771760155,0
491.0,15.45,39.8,2.576051779935275,0
492.0,15.4,39.77,2.5824675324675326,0
493.0,15.35,39.75,2.5895765472312706,0
494.0,15.3,39.73,2.5967320261437905,0
495.0,15.26,39.72,2.602883355176933,0
496.0,15.23,39.72,2.6080105055810896,0
497.0,15.2,39.73,2.613815789473684,0
498.0,15.18,39.74,2.6179183135704878,0
499.0,15.17,39.76,2.6209624258404745,0
